artist,album,title,duration,playcount,rating,rating_interpretation
Belle and Sebastian,The Boy With The Arab Strap,The Rollercoaster Ride,6:37,,0,not-rated
Kurt Vile,Bottle It In,Rollin With The Flow,2:59,5,undefined,never-rated
The Vaccines,Combat Sports,Rolling Stones,3:09,,undefined,never-rated
At The Drive-In,Relationship Of Command,Rolodex Propaganda,2:56,,0,not-rated
Chuck Berry,The Best Of Chuck Berry [Disc 1],Roly Poly,2:50,,0,not-rated
Origami Angel,Broke Minecraft,Rom Com Hacky Sack / Space Flex T-Skrrt,4:34,3,undefined,never-rated
Immaculate Machine,Fables,Roman Statues,4:05,1,0,not-rated
Pixx,The Age of Anxiety,Romance,3:28,,undefined,never-rated
ShitKid,[DETENTION],RoMaNcE,1:58,2,undefined,never-rated
Allo Darlin',We Come From The Same Place,Romance And Adventure,2:52,2,0,not-rated
Califone,Echo Mine,Romans,4:30,2,undefined,never-rated
The Mountain Goats,The Life Of The World To Come,Romans 10:9,2:43,,0,not-rated
Dads,I'll Be The Tornado,The Romantic Ocean,2:44,,0,not-rated
Death From Above 1979,"You're A Woman, I'm A Machine",Romantic Rights,3:16,,0,not-rated
Pissed Jeans,Honeys,Romanticize Me,2:13,2,0,not-rated
Destroyer,ken (Deluxe Version),Rome,5:01,8,undefined,never-rated
Yeasayer,Odd Blood,Rome,3:49,5,0,not-rated
Chairlift,Moth,Romeo,3:08,10,undefined,never-rated
Dexter Romweber's Infernal Racket,New Coat of Paint -- Waits Tribute,Romeo is Bleeding,3:33,,undefined,never-rated
Tom Waits,Blue Valentine,Romeo Is Bleeding,4:52,,0,not-rated
Sufjan Stevens,Greetings From Michigan: The Great Lakes State,Romulus,4:42,,0,not-rated
HiNDS,I Don't Run,Rookie,3:13,3,undefined,never-rated
Shearwater,Rook,Rooks,3:21,,0,not-rated
Joseph,"Good Luck, Kid",Room For You,3:02,,undefined,never-rated
Faye Webster,Atlanta Millionaires Club,Room Temperature,4:04,25,undefined,never-rated
Petrol Girls,Cut & Stitch,Rootless,4:12,,undefined,never-rated
Pile,A Hairshirt of Purpose,Rope's Length,5:43,,undefined,never-rated
Typhoon,Offerings,Rorschach,4:16,2,undefined,never-rated
Aaron West and The Roaring Twenties,Routine Maintenance,Rosa & Reseda,3:34,,undefined,never-rated
Great Grandpa,Four of Arrows,Rosalie,2:39,2,undefined,never-rated
Midlake,The Trials Of Van Occupanther,Roscoe,4:50,5,0,not-rated
Waxahatchee,American Weekend,"rose, 1956",2:46,15,0,not-rated
Paramore,After Laughter,Rose-Colored Boy,3:32,6,undefined,never-rated
Tacocat,This Mess Is a Place,Rose-Colored Sky,3:51,1,undefined,never-rated
Yuck,Yuck,Rose Gives A Lilly,4:06,14,0,not-rated
Girlpool,What Chaos Is Imaginary,Roses,3:33,2,undefined,never-rated
The Julie Ruin,Hit Reset,Roses More Than Water,3:02,1,undefined,never-rated
Andy Burns,Excited,Rosie,3:19,,undefined,never-rated
Tom Waits,Closing Time,Rosie,4:03,,0,not-rated
Animal Collective,Centipede Hz,Rosie Oh,2:55,,0,not-rated
Screaming Females,Ugly,Rotten Apple,2:57,,0,not-rated
Jay Reatard,Watch Me Fall,Rotten Mind,2:19,,0,not-rated
Elton John,Madman Across The Water,Rotten Peaches,4:59,,0,not-rated
Slothrust,Everyone Else,Rotten Pumpkin,2:47,22,undefined,never-rated
Horse The Band,A Natural Death [Bonus Tracks],Rotting Horse,4:29,,0,not-rated
IDLES,Joy as an Act of Resistance.,Rottweiler,5:25,6,undefined,never-rated
Islands,Return To The Sea,Rough Gem,3:37,,0,not-rated
The Mars Volta,De-Loused In The Comatorium,Roulette Dares (The Haunt Of),7:31,2,0,not-rated
Ariel Pink's Haunted Graffiti,Before Today,Round And Round,5:09,23,0,not-rated
Ariel Pink’s Haunted Graffiti,Before Today,Round And Round,5:08,23,0,not-rated
Beck,Sea Change,Round The Bend,5:16,,0,not-rated
Aaron West and The Roaring Twenties,Routine Maintenance,Routine Maintenance,3:44,,undefined,never-rated
The Decemberists,The King Is Dead,Rox In The Box,3:08,,0,not-rated
The Decemberists,We All Raise Our Voices To The Air: Live Songs 04.11-08.11 [Disc 2],Rox In The Box,3:07,,0,not-rated
Elton John,Goodbye Yellow Brick Road,Roy Rogers,4:08,,0,not-rated
Makaya McCraven,Universal Beings,The Royal Outro,1:44,1,undefined,never-rated
Team Love Records,,Roz and The Rice Cakes-Close Encounter,4:09,,0,not-rated
The Fiery Furnaces,Gallowsbird's Bark,Rub-Alcohol Blues,2:04,,0,not-rated
Yuck,Yuck,Rubber,7:15,10,0,not-rated
The Shins,Heartworms,Rubber Ballz,3:17,3,undefined,never-rated
Pendant,Through a Coil,Rubber Band,3:45,,undefined,never-rated
The Smiths,Louder Than Bombs,Rubber Ring,3:49,,0,not-rated
Why?,Elephant Eyelash,Rubber Traits,4:00,12,5,thumbs-up
Why,Rubber Traits,Rubber Traits,3:46,,0,not-rated
Danielson,Trying Hartz,Rubbernecker,1:46,,0,not-rated
Pigs Pigs Pigs Pigs Pigs Pigs Pigs,Viscerals,Rubbernecker,4:27,1,undefined,never-rated
Deftones,Gore,Rubicon,4:57,,undefined,never-rated
Cold War Kids,Robbers & Cowards,Rubidoux,11:03,,0,not-rated
Caves,Betterment,Rubino,2:53,18,undefined,never-rated
Charly Bliss,Guppy,Ruby,2:11,8,undefined,never-rated
Aesop Rock,Skelethon,Ruby '81,2:34,,0,not-rated
Charly Bliss,Charly Bliss on Audiotree Live,Ruby (Audiotree Live Version),2:17,,undefined,never-rated
Guster,Ganging Up On The Sun,Ruby Falls,7:05,,0,not-rated
Waxahatchee,Saint Cloud,Ruby Falls,3:51,7,5,thumbs-up
Origami Angel,Broke Minecraft,Ruby / Olympic Hi Dive,1:45,3,undefined,never-rated
Tom Waits,Heartattack And Vine,Ruby's Arms,5:34,,0,not-rated
Dinosaur Jr,I Bet On Sky,Rude,2:50,,0,not-rated
Japanese Breakfast,Psychopomp,Rugged Country,2:53,5,undefined,never-rated
Hovvdy,Heavy Lifter,Ruin (my ride),3:30,1,undefined,never-rated
First Aid Kit,Ruins,Ruins,3:31,5,undefined,never-rated
Sleigh Bells,Jessica Rabbit,Rule Number One,4:04,1,undefined,never-rated
Midlake,The Courage Of Others,"Rulers, Ruling All Things",4:26,,0,not-rated
Clearance,At Your Leisure,Rumored Sequel,2:41,2,undefined,never-rated
Josh Ritter,The Historical Conquests Of Josh Ritter,Rumors,3:31,,0,not-rated
Sera Cahoone,Deer Creek Canyon,Rumpshaker,2:54,,0,not-rated
Caves,Betterment,Run,1:34,17,undefined,never-rated
Dude York,Happy in the Meantime,Run,3:32,3,5,thumbs-up
Vampire Weekend,Contra,Run,3:52,2,0,not-rated
The Julie Ruin,Run Fast,Run Fast,5:18,,0,not-rated
Mr. Gnome,Madness in Miniature,Run for Cover,1:01,1,0,not-rated
The Greeting Committee,This Is It,Run For Your Money,3:02,11,undefined,never-rated
Timber Timbre,Hot Dreams,Run from Me,4:16,,0,not-rated
M83,"Dead Cities, Red Seas & Lost Ghosts",Run Into Flowers,4:10,1,0,not-rated
Kai Whiston,No World As Good As Mine,(Run It),5:57,,undefined,never-rated
Black Belt Eagle Scout,At the Party With My Brown Friends,Run It to Ya,3:39,1,undefined,never-rated
Perfume Genius,No Shape,Run Me Through,4:44,2,undefined,never-rated
Deer Tick,Mayonnaise,Run of the Mill,2:44,3,undefined,never-rated
The Black Keys,El Camino,Run Right Back,3:17,,0,not-rated
Chuck Berry,The Chuck Berry Collection,Run Rudolph Run (Bonus Track),2:46,,0,not-rated
Humpers,"Happy Birthday, Baby Jesus Volumes 1 & 2","Run, Run Rudolph",3:22,1,undefined,never-rated
Shearwater,Animal Joy,Run The Banner Down,2:50,,0,not-rated
Sleigh Bells,Treats,Run The Heart,2:42,1,0,not-rated
Everything Everything,A Fever Dream,Run The Numbers,3:38,7,undefined,never-rated
Santigold,99 Cents,Run The Races,4:22,,undefined,never-rated
Brittany Howard,Jaime,Run To Me,3:04,2,undefined,never-rated
Ted Leo,The Hanged Man,Run to the City,3:52,2,undefined,never-rated
The Mae Shi,The Mae Shi Mixtape,Run To Your Grave,3:53,3,0,not-rated
Meat Wave,The Incessant,Run You Out,2:05,15,undefined,never-rated
The National,High Violet,Runaway,5:34,,0,not-rated
The National,High Violet,Runaway,5:33,,0,not-rated
Nice As Fuck,Nice as Fuck,Runaway,3:41,2,undefined,never-rated
Kings Of Leon,Because Of The Times,The Runner,4:17,,0,not-rated
Laura Stevenson,Wheel,Runner,3:31,4,0,not-rated
Slam Dunk,Welcome To Miami,Runner,2:35,1,0,not-rated
Kurt Vile,Smoke Ring For My Halo,Runner Ups,4:00,,0,not-rated
Dowsing,Sky Coffin,Runners,2:52,,undefined,never-rated
Shearwater,The Golden Archipelago,Runners Of The Sun,2:54,,0,not-rated
Manwolves,A Safety Meeting,Runnin',5:09,1,undefined,never-rated
Rilo Kiley,Rkives,Runnin Around,2:57,6,0,not-rated
Danielson,Trying Hartz,Runnin' To Brother,3:05,,0,not-rated
Aaron West and The Roaring Twenties,Routine Maintenance,Runnin' Toward the Light,3:01,,undefined,never-rated
Blushing,Blushing,Running,4:08,1,undefined,never-rated
Bully,Losing,Running,3:41,,undefined,never-rated
Fucked Up,David Comes To Life,Running On Nothing,4:45,1,0,not-rated
Mates Of State,Bring It Back,Running Out,6:48,,0,not-rated
The Radio Dept.,Running Out Of Love,Running Out Of Love,3:30,1,undefined,never-rated
"Tyler, The Creator",IGOR,RUNNING OUT OF TIME,2:57,4,undefined,never-rated
The Kinks,"Lola Versus Powerman And The Money-Go-Round, Part One + Percy (Deluxe Edition)",Running Round Town (2014 Remastered Version),1:06,,undefined,never-rated
Roy Orbison,Playlist: The Very Best Of Roy Orbison,Running Scared,2:17,,0,not-rated
The Tallest Man On Earth,I Love You. It's a Fever Dream.,The Running Styles of New York,5:11,5,undefined,never-rated
Kate Bush,Hounds Of Love,Running Up That Hill (A Deal With God),4:58,19,undefined,never-rated
La Sera,Hour Of The Dawn,Running Wild,3:14,,0,not-rated
The Decemberists,I'll Be Your Girl,"Rusalka, Rusalka / Wild Rushes",8:15,2,undefined,never-rated
Finn Riggins,Vs. Wilderness,Rush of Animals,5:52,,0,not-rated
Finn Riggins,Vs. Wilderness,Rush of Animals (Prelude),1:05,,0,not-rated
Horse The Band,The Mechanical Hand,A Rusty Glove,4:32,,0,not-rated
Yellow Magic Orchestra,Solid State Survivor,Rydeen,4:26,1,undefined,never-rated
hardlyartrecords,,"S - ""Vampires"" [OFFICIAL VIDEO]",3:47,,0,not-rated
Bars of Gold,Shelters,$20 ,2:34,,undefined,never-rated
Tom Waits,Blue Valentine,$29.00 ,8:14,,0,not-rated
Pool Kids,Music to Practice Safe Sex To,$5 Subtweet,2:22,3,undefined,never-rated
Cola Jet Set,El Fin Del Mundo,Sábado,3:36,,undefined,never-rated
Yeah Yeah Yeahs,Mosquito,Sacrilege,3:51,1,0,not-rated
Algernon Cadwallader,Parrot Flies,Sad,2:37,3,0,not-rated
Bat For Lashes,Fur & Gold [Bonus Track],Sad Eyes,4:17,,0,not-rated
Crystal Castles,(III),Sad Eyes,3:28,1,0,not-rated
Islands,Ski Mask,Sad Middle,3:05,,0,not-rated
Xiu Xiu,Remixed & Covered,Sad Pony Guerilla Girl,7:16,,undefined,never-rated
METZ,METZ,Sad Pricks,2:52,3,0,not-rated
Ghostland Observatory,Paparazzi Lightning,Sad Sad City,3:05,,0,not-rated
Au Revoir Simone,The Bird Of Music,Sad Song,4:07,,0,not-rated
Deer Tick,The Black Dirt Sessions,The Sad Sun,4:34,,0,not-rated
Moonface,This One’s for the Dancer & This One’s for the Dancer’s Bouquet,Sad Suomenlinna,6:46,2,undefined,never-rated
Los Campesinos!,Sick Scenes,Sad Suppers,3:37,1,undefined,never-rated
Wolf Alice,Visions Of A Life,Sadboy,4:11,,undefined,never-rated
I'm From Barcelona,Let Me Introduce My Friends,The Saddest Lullaby,2:46,,0,not-rated
The Magnetic Fields,The Wayward Bus/Distant Plastic Trees,The Saddest Story Ever Told,2:12,1,0,not-rated
Grandaddy,Sumday,Saddest Vacant Lot In All The World,3:51,,0,not-rated
Alkaline Trio,Crimson,Sadie,4:39,2,0,not-rated
Joanna Newsom,The Milk-Eyed Mender,Sadie,6:01,5,0,not-rated
Crystal Castles,Amnesty (I),Sadist,2:30,2,undefined,never-rated
Lykke Li,Wounded Rhymes,Sadness Is A Blessing,4:01,12,0,not-rated
Seaholm,Stay Young Forever,Sadsacking,3:55,1,undefined,never-rated
Sigur Rós,Takk...,Sæglópur,7:39,1,0,not-rated
awakebutstillinbed,what people call low self​-​esteem is really just seeing yourself the way that other people see you,safe,5:00,23,undefined,never-rated
M83,Before The Dawn Heals Us,Safe,4:54,,0,not-rated
Justice,Woman,Safe and Sound,5:45,4,undefined,never-rated
Stove,'s Favorite Friend,Safe Guy,4:04,2,undefined,never-rated
Macseal,Super Enthusiast,Safe Spot,2:50,,undefined,never-rated
Bat For Lashes,Lost Girls,Safe Tonight,4:16,,undefined,never-rated
tUnE-yArDs,BiRd-BrAiNs,Safety,4:37,,0,not-rated
Matt Pryor,"Polyvinyl 4-Track Singles Series, Vol. 1",Safety Escapes Me,1:59,,undefined,never-rated
The Flaming Lips,Embryonic,Sagittarius Silver Announcement,2:59,,0,not-rated
The Tallest Man On Earth,Dark Bird Is Home,Sagres,5:14,1,undefined,never-rated
Dinosaur Jr,Farm,Said The People,7:42,,0,not-rated
Sneaks,Highway Hypnosis,Saiditzoneza,1:40,,undefined,never-rated
Randy Newman,Sail Away [Bonus Tracks],Sail Away,2:54,,0,not-rated
Randy Newman,Sail Away [Bonus Tracks],Sail Away [Early Version],3:20,,0,not-rated
Broken Bells,Broken Bells,Sailing To Nowhere,3:47,1,0,not-rated
Peach Kelli Pop,Peach Kelli Pop III,Sailor Moon,1:09,,0,not-rated
Mercury Rev,Ciao My Shining Star (Deluxe Edition),Sailors And Animals,3:33,,0,not-rated
Nick Cave and The Bad Seeds,From Her To Eternity,Saint Huck,7:22,,0,not-rated
Cold War Kids,Robbers & Cowards,Saint John,3:27,2,0,not-rated
The Shins,Chutes Too Narrow,Saint Simon,4:25,,undefined,never-rated
The Shins,Chutes Too Narrow,Saint Simon,4:25,,0,not-rated
Bon Iver,"i,i",Salem,3:44,1,undefined,never-rated
Gogol Bordello,Gypsy Punks: Underdog World Strike,Sally,3:03,1,0,not-rated
"Hop Along, Queen Ansleis",Wretches,Sally,6:46,6,0,not-rated
Kimbra,Vows,Sally I Can See You,3:58,,0,not-rated
Hop Along,Get Disowned,Sally II,2:32,2,0,not-rated
Girl Band,The Talkies,Salmon of Knowledge,6:20,1,undefined,never-rated
Alex G,Beach Music,Salt,4:39,,undefined,never-rated
Strand of Oaks,Hard Love,Salt Brothers,4:05,1,undefined,never-rated
Middle Kids,New Songs For Old Problems,Salt Eyes,3:29,,undefined,never-rated
SUSS,High Line,Salt Flats,3:37,2,undefined,never-rated
Julien Baker,boygenius,Salt In The Wound,4:11,1,undefined,never-rated
Joyero,Release the Dogs,Salt Mine,4:27,1,undefined,never-rated
Lovedrug,Everything Starts Where It Ends + Bonus Tracks,Salt Of The Earth,6:31,,0,not-rated
Tim Kasher,"Polyvinyl 4-Track Singles Series, Vol. 3",Salt Them Wounds,3:45,,undefined,never-rated
Divine Fits,A Thing Called Divine Fits,The Salton Sea,4:18,,0,not-rated
Cat Power,The Covers Record,Salty Dog,2:08,,0,not-rated
Homeshake,Helium,Salu Says Hi,1:27,3,undefined,never-rated
Rilo Kiley,Take Offs and Landings,Salute My Shorts,3:35,5,0,not-rated
Sun Kil Moon,Ghosts Of The Great Highway,Salvador Sanchez,6:28,,0,not-rated
Sun Kil Moon,(2003) Ghosts Of The Great Highway (deluxe edition),Salvador Sanchez (acoustic),4:14,,0,not-rated
Sun Kil Moon,Admiral Fell Promises,Sam Wong Hotel,5:10,,0,not-rated
Bent Shapes,Wolves of Want,Samantha West,2:48,,undefined,never-rated
IDLES,Joy as an Act of Resistance.,Samaritans,3:30,8,undefined,never-rated
The Cure,Disintegration (Deluxe Edition),The Same Deep Water As You,9:22,1,undefined,never-rated
The Cure,Disintegration (Deluxe Edition),The Same Deep Water As You [Band Demo (instrumental)-09/88],6:05,1,undefined,never-rated
The Cure,Disintegration (Deluxe Edition),The Same Deep Water As You (Live at Wembley 07/89 - remix 07/09),10:03,1,undefined,never-rated
Clap Your Hands Say Yeah,Hysterical,Same Mistake,3:05,,0,not-rated
The Apples In Stereo,New Magnetic Wonder,Same Old Drag,3:21,,0,not-rated
Architecture In Helsinki,Places Like This,Same Old Innocence,3:31,1,0,not-rated
Joanna Newsom,Divers,Same Old Man,2:26,6,0,not-rated
The Black Keys,Attack & Release,Same Old Thing,3:09,,0,not-rated
Someone Still Loves You Boris Yeltsin,Tape Club,Same Speed,2:06,1,0,not-rated
Tigers Jaw,spin,Same Stone,3:36,4,undefined,never-rated
Real Estate,In Mind,Same Sun,3:17,3,undefined,never-rated
Islands,A Sleep & A Forgetting,Same Thing,2:32,,0,not-rated
Sigur Rós,Sigur Rós,Samskeyti,6:32,,0,not-rated
The Microphones,The Glow Pt. 2,Samurai Sword,4:07,1,0,not-rated
The Mountain Goats,Heretic Pride,San Bernardino,3:19,1,0,not-rated
blink-182,California,San Diego,3:12,,undefined,never-rated
Tom Waits,The Heart Of Saturday Night,San Diego Serenade,3:30,,0,not-rated
Foxygen,We Are The 21st Century Ambassadors Of Peace & Magic,San Francisco,3:47,2,0,not-rated
Silver Jews,"Lookout Mountain, Lookout Sea",San Francisco B.C.,6:14,,0,not-rated
Camera Obscura,Keep It Clean (25th Elefant Anniversary Reissue),San Francisco Song,2:20,1,undefined,never-rated
Wood Spider,Fourteen Songs,San Marcos,1:24,,0,not-rated
Horse The Band,The Mechanical Hand,Sand,4:23,,0,not-rated
Sun Airway,Heraldic Black Cherry,Sand,1:01,,undefined,never-rated
Fanafarlo,Reservoir Bonus Disc,Sand & Ice,4:19,,0,not-rated
Jonny Greenwood,Phantom Thread (Original Motion Picture Soundtrack),Sandalwood I,2:39,1,undefined,never-rated
Jonny Greenwood,Phantom Thread (Original Motion Picture Soundtrack),Sandalwood II,3:42,1,undefined,never-rated
Why?,Elephant Eyelash,Sanddollars,3:44,6,0,not-rated
Emancipator,Baralku,Sands,2:43,,undefined,never-rated
Nana Grizol,"""Ruth""",Sands,4:50,,0,not-rated
Dave Paulson,"Sandusky, Ohio",Sandusky,3:22,1,undefined,never-rated
StuCCO,,sandy breast.mp3,3:16,1,0,not-rated
Spectrum,"Happy Birthday, Baby Jesus Volumes 1 & 2",Santa Claus,4:44,2,undefined,never-rated
Jackknife,"Happy Birthday, Baby Jesus Volumes 1 & 2",Santa Claus Never Forgets,1:47,1,undefined,never-rated
Vermont,Kindercore Records Christmas Two,Santa Claws,3:44,,undefined,never-rated
Allo Darlin',We Come From The Same Place,Santa Maria Novella,3:59,2,0,not-rated
Gogol Bordello,Gypsy Punks: Underdog World Strike,Santa Marinella,5:29,,0,not-rated
The Front Bottoms,Talon Of The Hawk,Santa Monica,4:07,7,undefined,never-rated
Ariel Pink,Dedicated To Bobby Jameson,Santa's In The Closet,3:01,3,undefined,never-rated
Tunng,...And Then We Saw Land,Santiago,3:32,,0,not-rated
Joanna Newsom,Divers,Sapokanikan,5:10,7,0,not-rated
Frankie Cosmos,Next Thing,Sappho,1:52,3,undefined,never-rated
Bat For Lashes,Fur & Gold [Bonus Track],Sarah,3:57,,0,not-rated
Sun Kil Moon,Common as Light and Love Are Red Valleys of Blood,Sarah Lawrence College Song,5:13,2,undefined,never-rated
Sam Amidon,All Is Well,Saro,3:23,3,0,not-rated
Tunng,...And Then We Saw Land,Sashimi,3:06,,0,not-rated
Slam Dunk,Welcome To Miami,Sass,4:27,1,0,not-rated
Joanna Gruesome,Weird Sister,Satan,2:12,8,0,not-rated
Clap Your Hands Say Yeah,Some Loud Thunder [Bonus Track],Satan Said Dance,5:31,15,0,not-rated
Local Teen,"Low Vibrations, Bad Emotions... For Healthy People",Satan's Showers,2:20,2,undefined,never-rated
Elliott Smith,Elliott Smith,Satellite,2:26,,0,not-rated
Guster,Ganging Up On The Sun,Satellite,4:33,1,0,not-rated
STRFKR,"Being No One, Going Nowhere",Satellite,3:56,1,undefined,never-rated
Yo La Tengo,May I Sing With Me,Satellite,2:17,,0,not-rated
Modest Mouse,"No One's First, And You're Next [EP]",Satellite Skin,4:00,,0,not-rated
Doves,The Last Broadcast,Satellites,6:51,,0,not-rated
Modest Mouse,Good News For People Who Love Bad News,Satin in a Coffin,2:36,,0,not-rated
Pity Sex,White Hot Moon,A Satisfactory World For Reasonable People,2:31,12,undefined,never-rated
Fat White Family,Songs for Our Mothers,Satisfied,3:40,2,undefined,never-rated
Tom Waits,Bad As Me,Satisfied,4:05,,0,not-rated
Mermaidens,Perfect Body,Satsuma,4:14,,undefined,never-rated
Amen Dunes,Freedom,Satudarah,2:43,1,undefined,never-rated
Built To Spill,You In Reverse,Saturday,2:24,,0,not-rated
Damien Jurado,Rehearsals For Departure,Saturday,2:39,9,0,not-rated
Real Estate,In Mind,Saturday,5:04,3,undefined,never-rated
The Avalanches,Wildflower,Saturday Night Inside Out,5:07,3,undefined,never-rated
So Many Dynamos,Flashlights,"Saturday Night, Sunday Morning",1:48,,0,not-rated
Elton John,Goodbye Yellow Brick Road,Saturday Night's Alright For Fighting,4:55,,0,not-rated
Acid House Kings,Sing Along With Acid House Kings,The Saturday Train,2:59,5,0,not-rated
Xiu Xiu,Remixed & Covered,Saturn,4:32,,undefined,never-rated
Aesop Rock,Skelethon,Saturn Missiles,3:38,1,0,not-rated
Ellis,Born Again,Saturn Return,2:41,,undefined,never-rated
Ryan Pollie,Ryan Pollie,Saturn Return,0:38,,undefined,never-rated
Gorillaz,Humanz (Deluxe),Saturnz Barz (feat. Popcaan),3:01,1,undefined,never-rated
WIENER RECORDS,,Saucy Yoda - Boys,3:14,,0,not-rated
Peace be still,64,Sauna,1:49,,0,not-rated
Forth Wanderers,Forth Wanderers,Saunter,3:23,9,undefined,never-rated
Destroyer,Kaputt,Savage Night At The Opera,4:23,1,0,not-rated
Okkervil River,The Stage Names,Savannah Smiles,3:39,7,0,not-rated
"Football, etc.",Corner,Save,3:14,,undefined,never-rated
The Jayhawks,Music From The North Country: The Jayhawks Anthology,Save It For A Rainy Day,3:11,,0,not-rated
Remy Zero,The Golden Hum,Save Me,4:00,,0,not-rated
Hot Hot Heat,Make Up The Breakdown,Save Us S.O.S.,3:45,,0,not-rated
Pearl Jam,Riot Act,Save You,3:51,,0,not-rated
Jawbreaker,Dear You,Save Your Generation,3:43,1,0,not-rated
Aesop Rock,Labor Days,Save Yourself,5:00,2,0,not-rated
Sharon Van Etten,Epic,Save Yourself,4:59,,0,not-rated
awakebutstillinbed,what people call low self​-​esteem is really just seeing yourself the way that other people see you,saved,4:26,19,undefined,never-rated
"Now, Now",Saved,Saved,3:05,4,undefined,never-rated
Alvvays,Antisocialites,Saved By A Waif,2:59,27,undefined,never-rated
Tom Waits,Heartattack And Vine,Saving All My Love For You,3:41,,0,not-rated
Alexandra Savior,The Archer,Saving Grace,3:25,1,undefined,never-rated
Superchunk,Foolish,Saving My Ticket,3:25,,0,not-rated
St. Vincent,MASSEDUCTION,Savior,3:26,4,undefined,never-rated
Destroyer,ken (Deluxe Version),Saw You at the Hospital,3:30,2,undefined,never-rated
Anna Meredith,FIBS,Sawbones,4:38,1,undefined,never-rated
Joanna Newsom,Ys,Sawdust & Diamonds,9:53,8,0,not-rated
The Mountain Goats,Heretic Pride,Sax Rohmer #1,3:41,1,0,not-rated
Tapes 'n Tapes,Walk It Off,Say Back Something,3:11,,0,not-rated
Beck,Morning Phase,Say Goodbye,3:30,,0,not-rated
Woods,Sun And Shade,Say Goodbye,1:52,1,0,not-rated
Ceremony,In the Spirit World Now,Say Goodbye to Them,2:28,1,undefined,never-rated
Houndmouth,Little Neon Limelight,Say It,3:22,1,undefined,never-rated
Badly Drawn Boy,The Hour Of The Bewilderbeast,Say It Again,4:42,,0,not-rated
Pianos Become The Teeth,Keep You,Say Nothing,7:02,,0,not-rated
The xx,I See You,Say Something Loving,3:58,2,undefined,never-rated
Blood Red Shoes,Blood Red Shoes (Deluxe Edition),"Say Something, Say Anything",3:23,,0,not-rated
Starfucker,Miracle Mile,Say to You,4:24,1,0,not-rated
Dinner,"Three EPs, 2012-2014",Say What You Want (Love Is Death) [Soft Version],3:14,,0,not-rated
Sufjan Stevens,Greetings From Michigan: The Great Lakes State,Say Yes To MChGan,2:46,,0,not-rated
Roy Orbison,Playlist: The Very Best Of Roy Orbison,(Say) You're My Girl,2:48,,0,not-rated
Starfucker,Miracle Mile,Sazed,3:27,1,0,not-rated
SBTRKT,,SBTRKT - NEW DORP. NEW YORK. ft. Ezra Koenig (Official Video),3:28,,0,not-rated
Slam Dunk,Welcome To Miami,Scabies,3:55,2,0,not-rated
Emilie Levienaise-Farrouch,Like Water Through the Sand,Scale of Volatility,3:50,57,undefined,never-rated
The Mountain Goats,Goths (Deluxe Version),Scaling the Well (Bonus Track),4:54,3,undefined,never-rated
FIDLAR,Almost Free,Scam Likely,3:04,2,1,thumbs-down
Charly Bliss,Guppy,Scare U,2:25,7,undefined,never-rated
Third Eye Blind,Third Eye Blind (20th Anniversary Edition),Scattered,3:16,,undefined,never-rated
Third Eye Blind,Third Eye Blind (20th Anniversary Edition),Scattered (Demo),3:15,,undefined,never-rated
Casiotone For The Painfully Alone,Etiquette,Scattered Pearls,2:42,,0,not-rated
School Of Seven Bells,Ghostory,Scavenger,4:26,,0,not-rated
Retirement Party,Somewhat Literate,Scene 48,3:52,9,undefined,never-rated
Video Age,Pop Therapy,Scenic Highway,3:11,5,undefined,never-rated
Salad Boys,This Is Glue,Scenic Route to Nowhere,3:37,,undefined,never-rated
Beirut,Gulag Orkestar,Scenic World,2:09,2,0,not-rated
Beirut,Lon Gisland EP,Scenic World (Version),2:54,7,0,not-rated
Sonic Youth,Sister,Schizophrenia,4:39,,0,not-rated
Quarterbacks,Quarterbacks,Schmictionary,1:21,,0,not-rated
Ariel Pink's Haunted Graffiti,Mature Themes,Schnitzel Boogie,4:36,,0,not-rated
Headlights,Remixes,School Boys (Cale Parks Remix),3:57,,0,not-rated
Chuck Berry,The Best Of Chuck Berry [Disc 1],"School Days (Ring, Ring Goes the Bell)",2:43,,0,not-rated
Wye Oak,Shriek,Schools Of Eyes,4:15,,0,not-rated
The Russian Futurists,"Me, Myself and Rye",The Science Of The Seasons,3:20,1,0,not-rated
Rilo Kiley,Take Offs And Landings,Science Vs. Romance,5:43,2,undefined,never-rated
Rilo Kiley,Take Offs and Landings,Science Vs. Romance,5:42,,0,not-rated
Death Cab For Cutie,We Have The Facts And We're Voting Yes,Scientist Studies,5:55,,0,not-rated
Architecture In Helsinki,Fingers Crossed,Scissor Paper Rock,2:30,,0,not-rated
Andy Burns,Excited,Scobie,4:40,,undefined,never-rated
Black Belt Eagle Scout,At the Party With My Brown Friends,Scorpio Moon,2:46,1,undefined,never-rated
Soccer Mommy,Clean,Scorpio Rising,4:42,,undefined,never-rated
The Flaming Lips,Embryonic,Scorpio Sword,2:02,,0,not-rated
The Mountain Goats,The Coroners Gambit,Scotch Grove,1:37,,0,not-rated
Les Savy Fav,Let's Stay Friends,Scotchgard The Credit Card,3:06,,0,not-rated
Fanafarlo,Reservoir Bonus Disc,Scott,4:00,,0,not-rated
Cayetana,Nervous Like Me,"Scott Get The Van, I'm Moving",2:47,12,0,not-rated
Mom Jeans.,Best Buds,Scott Pilgrim V. My Gpa,3:59,13,undefined,never-rated
